,Content ID,Content Type,Category,Reaction Type,Month,Score
18775,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,like,8,50
18776,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,heart,1,60
18777,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,heart,11,60
18778,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,want,10,70
18779,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,want,2,70
18780,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,adore,8,72
18781,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,adore,2,72
18782,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,adore,4,72
18783,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,adore,12,72
18784,6cbac852-fec6-49e2-95db-d62edeb477d0,video,healthy eating,adore,1,72
18785,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,disgust,1,0
18786,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,disgust,12,0
18787,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,dislike,10,10
18788,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,dislike,12,10
18789,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,dislike,8,10
18790,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,dislike,1,10
18791,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,scared,3,15
18792,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,scared,1,15
18793,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,scared,5,15
18794,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,scared,11,15
18795,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,interested,12,30
18796,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,interested,8,30
18797,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,interested,4,30
18798,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,interested,3,30
18799,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,interested,6,30
18800,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,peeking,5,35
18801,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,peeking,2,35
18802,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,peeking,4,35
18803,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,cherish,7,70
18804,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,cherish,1,70
18805,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,hate,3,5
18806,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,hate,5,5
18807,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,hate,1,5
18808,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,hate,6,5
18809,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,love,12,65
18810,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,super love,1,75
18811,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,super love,9,75
18812,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,intrigued,3,45
18813,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,intrigued,10,45
18814,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,worried,5,12
18815,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,worried,4,12
18816,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,worried,9,12
18817,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,like,9,50
18818,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,like,1,50
18819,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,like,11,50
18820,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,like,12,50
18821,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,like,2,50
18822,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,heart,1,60
18823,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,want,8,70
18824,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,want,10,70
18825,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,adore,8,72
18826,445a06c1-3dea-4129-90eb-2384c0534eb6,GIF,technology,adore,4,72
18868,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,scared,7,15
18869,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,peeking,12,35
18870,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,cherish,4,70
18871,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,cherish,8,70
18872,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,love,8,65
18873,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,love,11,65
18874,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,love,4,65
18875,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,love,10,65
18876,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,indifferent,3,20
18877,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,intrigued,2,45
18878,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,intrigued,3,45
18879,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,worried,5,12
18880,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,worried,6,12
18881,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,like,5,50
18882,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,heart,12,60
18883,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,heart,11,60
18884,60872f35-3eb4-4742-b3b0-48f15f11be66,video,travel,want,2,70
18921,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,disgust,12,0
18922,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,dislike,5,10
18923,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,dislike,2,10
18924,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,scared,6,15
18925,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,scared,8,15
18926,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,scared,7,15
18927,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,scared,1,15
18928,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,scared,11,15
18929,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,interested,12,30
18930,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,interested,1,30
18931,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,peeking,3,35
18932,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,cherish,12,70
18933,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,cherish,5,70
18934,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,hate,4,5
18935,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,love,6,65
18936,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,love,3,65
18937,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,indifferent,7,20
18938,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,indifferent,2,20
18939,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,indifferent,4,20
18940,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,super love,3,75
18941,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,super love,2,75
18942,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,intrigued,1,45
18943,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,intrigued,4,45
18944,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,worried,7,12
18945,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,worried,1,12
18946,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,like,9,50
18947,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,like,7,50
18948,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,heart,2,60
18949,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,want,9,70
18950,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,want,5,70
18951,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,want,10,70
18952,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,adore,5,72
18953,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,adore,7,72
18954,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,adore,9,72
18955,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,adore,8,72
18956,1a5b511a-7199-4f05-988a-1f1d0380ca11,GIF,travel,adore,2,72
18957,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,disgust,5,0
18958,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,dislike,2,10
18959,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,dislike,8,10
18960,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,scared,9,15
18961,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,scared,10,15
18962,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,scared,8,15
18963,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,scared,4,15
18964,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,interested,2,30
18965,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,peeking,8,35
18966,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,peeking,10,35
18967,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,cherish,10,70
18968,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,cherish,12,70
18969,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,cherish,6,70
18970,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,hate,11,5
18971,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,love,9,65
18972,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,indifferent,7,20
18973,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,indifferent,1,20
18974,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,indifferent,11,20
18975,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,super love,7,75
18976,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,super love,9,75
18977,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,super love,6,75
18978,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,intrigued,8,45
18979,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,intrigued,11,45
18980,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,intrigued,12,45
18981,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,intrigued,6,45
18982,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,worried,12,12
18983,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,worried,3,12
18984,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,like,1,50
18985,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,like,5,50
18986,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,heart,5,60
18987,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,want,9,70
18988,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,video,travel,want,1,70
18995,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,disgust,7,0
18996,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,disgust,10,0
18997,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,dislike,6,10
18998,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,dislike,5,10
18999,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,dislike,7,10
19000,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,interested,3,30
19001,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,peeking,4,35
19002,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,hate,3,5
19003,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,love,9,65
19004,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,indifferent,10,20
19005,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,super love,9,75
19006,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,super love,10,75
19007,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,like,8,50
19008,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,heart,8,60
19009,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,want,3,70
19010,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,adore,3,72
19011,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,adore,9,72
19012,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,video,science,adore,8,72
19013,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,disgust,11,0
19014,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,disgust,2,0
19015,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,disgust,10,0
19016,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,peeking,3,35
19017,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,cherish,1,70
19018,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,hate,6,5
19019,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,hate,1,5
19020,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,hate,11,5
19021,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,love,5,65
19022,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,love,2,65
19023,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,indifferent,9,20
19024,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,intrigued,11,45
19025,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,intrigued,9,45
19026,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,worried,12,12
19027,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,worried,10,12
19028,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,heart,6,60
19029,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,want,6,70
19030,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,want,3,70
19031,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,adore,9,72
19032,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,video,travel,adore,6,72
19103,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,disgust,2,0
19104,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,disgust,6,0
19105,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,dislike,10,10
19106,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,dislike,3,10
19107,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,dislike,9,10
19108,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,dislike,5,10
19109,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,scared,4,15
19110,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,scared,2,15
19111,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,interested,10,30
19112,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,interested,8,30
19113,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,peeking,1,35
19114,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,peeking,11,35
19115,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,cherish,4,70
19116,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,cherish,12,70
19117,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,hate,1,5
19118,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,hate,3,5
19119,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,love,12,65
19120,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,love,4,65
19121,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,love,11,65
19122,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,love,5,65
19123,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,indifferent,12,20
19124,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,indifferent,10,20
19125,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,indifferent,2,20
19126,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,intrigued,4,45
19127,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,intrigued,1,45
19128,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,worried,11,12
19129,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,worried,9,12
19130,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,worried,8,12
19131,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,like,11,50
19132,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,like,3,50
19133,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,like,4,50
19134,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,like,1,50
19135,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,heart,4,60
19136,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,heart,8,60
19137,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,want,9,70
19138,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,adore,7,72
19139,e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,healthy eating,adore,5,72
19179,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,disgust,4,0
19180,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,scared,1,15
19181,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,scared,6,15
19182,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,scared,12,15
19183,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,interested,10,30
19184,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,interested,4,30
19185,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,peeking,8,35
19186,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,peeking,9,35
19187,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,peeking,4,35
19188,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,cherish,7,70
19189,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,hate,6,5
19190,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,love,8,65
19191,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,indifferent,5,20
19192,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,indifferent,2,20
19193,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,worried,1,12
19194,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,worried,4,12
19195,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,like,3,50
19196,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,want,4,70
19197,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,want,10,70
19198,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,adore,6,72
19199,95fe7e7c-f327-4a0a-af06-5a88346f8546,video,science,adore,7,72
19200,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,disgust,11,0
19201,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,disgust,5,0
19202,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,dislike,8,10
19203,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,dislike,9,10
19204,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,scared,12,15
19205,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,scared,4,15
19206,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,peeking,2,35
19207,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,peeking,4,35
19208,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,peeking,9,35
19209,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,cherish,7,70
19210,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,cherish,3,70
19211,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,hate,3,5
19212,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,hate,5,5
19213,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,love,5,65
19214,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,love,9,65
19215,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,love,1,65
19216,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,love,8,65
19217,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,indifferent,6,20
19218,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,indifferent,8,20
19219,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,super love,10,75
19220,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,super love,12,75
19221,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,super love,6,75
19222,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,intrigued,12,45
19223,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,intrigued,4,45
19224,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,like,6,50
19225,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,like,1,50
19226,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,like,9,50
19227,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,12,60
19228,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,9,60
19229,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,11,60
19230,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,1,60
19231,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,4,60
19232,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,want,12,70
19233,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,want,5,70
19234,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,want,9,70
19235,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,want,6,70
19236,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,want,4,70
19237,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,adore,12,72
19267,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,disgust,12,0
19268,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,disgust,3,0
19269,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,disgust,7,0
19270,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,disgust,1,0
19271,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,disgust,4,0
19272,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,disgust,9,0
19273,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,dislike,4,10
19274,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,scared,5,15
19275,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,interested,8,30
19276,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,interested,5,30
19277,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,peeking,8,35
19278,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,cherish,11,70
19279,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,hate,5,5
19280,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,hate,8,5
19281,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,love,3,65
19282,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,indifferent,9,20
19283,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,indifferent,10,20
19284,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,super love,2,75
19285,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,super love,12,75
19286,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,intrigued,10,45
19287,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,intrigued,3,45
19288,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,intrigued,2,45
19289,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,worried,2,12
19290,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,worried,1,12
19291,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,like,3,50
19292,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,like,5,50
19293,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,like,8,50
19294,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,want,10,70
19295,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,want,1,70
19296,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,want,6,70
19297,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,want,3,70
19298,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,adore,4,72
19299,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,adore,1,72
19300,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,audio,science,adore,11,72
19332,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,disgust,6,0
19333,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,disgust,9,0
19334,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,dislike,8,10
19335,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,scared,9,15
19336,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,scared,3,15
19337,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,scared,2,15
19338,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,interested,10,30
19339,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,interested,8,30
19340,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,peeking,12,35
19341,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,peeking,4,35
19342,2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,peeking,7,35
